ons_id,year,party,votes
E14000530,2010,Ch P,231
E14000530,2010,Con,21203
E14000530,2010,EIP,803
E14000530,2010,LD,15617
E14000530,2010,Lab,5489
E14000530,2010,UKIP,2041
E14000531,2010,Ch P,394
E14000531,2010,Con,22913
E14000531,2010,Grn,847
E14000531,2010,LD,6833
E14000531,2010,Lab,7647
E14000532,2010,Con,24176
E14000532,2010,LD,12581
E14000532,2010,Lab,11073
E14000532,2010,UKIP,1563
E14000533,2010,BNP,3195
E14000533,2010,Con,17746
E14000533,2010,LD,6636
E14000533,2010,Lab,17210
E14000533,2010,MRLP,265
E14000533,2010,UKIP,906
E14000534,2010,Con,32333
E14000534,2010,LD,15642
E14000534,2010,Lab,4835
E14000534,2010,UKIP,3172
E14000535,2010,BNP,2781
E14000535,2010,Con,10698
E14000535,2010,ED,1102
E14000535,2010,Ind1,396
E14000535,2010,LD,16047
E14000535,2010,Lab,16239
E14000535,2010,UKIP,933
E14000536,2010,Con,29878
E14000536,2010,Grn,1014
E14000536,2010,LD,12581
E14000536,2010,Lab,9204
E14000536,2010,UKIP,2508
E14000537,2010,BNP,2929
E14000537,2010,Con,9510
E14000537,2010,LD,5703
E14000537,2010,Lab,18604
E14000537,2010,UKIP,1686
E14000538,2010,Con,27736
E14000538,2010,LD,15118
E14000538,2010,Lab,6695
E14000538,2010,UKIP,3613
E14000539,2010,Con,29703
E14000539,2010,Grn,959
E14000539,2010,Ind1,524
E14000539,2010,LD,11476
E14000539,2010,Lab,10773
E14000539,2010,UKIP,2806
E14000540,2010,BNP,6620
E14000540,2010,Ch P,482
E14000540,2010,Con,8073
E14000540,2010,Grn,317
E14000540,2010,Ind1,77
E14000540,2010,LD,3719
E14000540,2010,Lab,24628
E14000540,2010,MRLP,82
E14000540,2010,Rest,45
E14000540,2010,UKIP,1300
E14000541,2010,BNP,3307
E14000541,2010,Con,6388
E14000541,2010,Ind1,732
E14000541,2010,Ind2,610
E14000541,2010,LD,6394
E14000541,2010,Lab,17487
E14000541,2010,Soc Lab,356
E14000541,2010,UKIP,1727
E14000542,2010,BNP,3301
E14000542,2010,Con,6329
E14000542,2010,Ind1,712
E14000542,2010,Ind2,684
E14000542,2010,LD,6969
E14000542,2010,Lab,18059
E14000542,2010,Soc Lab,601
E14000542,2010,UKIP,1731
E14000543,2010,BNP,840
E14000543,2010,Con,16018
E14000543,2010,Grn,530
E14000543,2010,Ind1,245
E14000543,2010,LD,4424
E14000543,2010,Lab,21226
E14000543,2010,UKIP,841
E14000544,2010,BNP,1934
E14000544,2010,Con,21922
E14000544,2010,LD,6538
E14000544,2010,Lab,9584
E14000544,2010,UKIP,1591
E14000545,2010,BCP,247
E14000545,2010,Con,25590
E14000545,2010,LD,12414
E14000545,2010,Lab,10327
E14000545,2010,UKIP,2076
E14000546,2010,Con,16803
E14000546,2010,Ind1,407
E14000546,2010,LD,5570
E14000546,2010,Lab,25018
E14000546,2010,UKIP,1779
E14000547,2010,Ch P,250
E14000547,2010,Con,14768
E14000547,2010,Grn,1120
E14000547,2010,Ind1,56
E14000547,2010,LD,26651
E14000547,2010,Lab,3251
E14000547,2010,ND,69
E14000547,2010,South,31
E14000547,2010,UKIP,890
E14000548,2010,BNP,3685
E14000548,2010,Con,17159
E14000548,2010,Grn,605
E14000548,2010,LD,8095
E14000548,2010,Lab,21565
E14000549,2010,Con,23103
E14000549,2010,Grn,559
E14000549,2010,Ind1,155
E14000549,2010,LD,7176
E14000549,2010,Lab,17126
E14000549,2010,PPBF,168
E14000549,2010,UKIP,505
E14000550,2010,Con,32053
E14000550,2010,Grn,768
E14000550,2010,Ind1,191
E14000550,2010,LD,10271
E14000550,2010,Lab,6135
E14000550,2010,MPEA,475
E14000550,2010,UKIP,2597
E14000551,2010,BNP,1001
E14000551,2010,Con,27597
E14000551,2010,ED,223
E14000551,2010,Grn,608
E14000551,2010,LD,9813
E14000551,2010,Lab,6893
E14000551,2010,UKIP,1551
E14000552,2010,BNP,757
E14000552,2010,Con,17546
E14000552,2010,Grn,393
E14000552,2010,Ind1,120
E14000552,2010,LD,8957
E14000552,2010,Lab,16193
E14000552,2010,UKIP,1136
E14000553,2010,BNP,1370
E14000553,2010,Con,7638
E14000553,2010,Grn,718
E14000553,2010,Ind1,155
E14000553,2010,LD,21590
E14000553,2010,Lab,13060
E14000553,2010,ND,120
E14000554,2010,BNP,1213
E14000554,2010,Con,14116
E14000554,2010,LD,16806
E14000554,2010,Lab,5061
E14000554,2010,UKIP,1243
E14000555,2010,BNP,1405
E14000555,2010,Con,7071
E14000555,2010,Grn,856
E14000555,2010,Ind1,277
E14000555,2010,Ind2,100
E14000555,2010,Ind3,71
E14000555,2010,LD,10210
E14000555,2010,Lab,21784
E14000555,2010,Pirate,213
E14000555,2010,Respect,8532
E14000555,2010,UV,209
E14000556,2010,BNP,2080
E14000556,2010,Con,25063
E14000556,2010,Grn,686
E14000556,2010,Ind1,225
E14000556,2010,LD,12076
E14000556,2010,Lab,11224
E14000556,2010,UKIP,1845
E14000557,2010,BNP,1950
E14000557,2010,Con,28147
E14000557,2010,LD,15267
E14000557,2010,Lab,6524
E14000557,2010,Trust,2699
E14000558,2010,BNP,2042
E14000558,2010,Con,21794
E14000558,2010,ED,466
E14000558,2010,Grn,371
E14000558,2010,LD,5502
E14000558,2010,Lab,11450
E14000558,2010,UKIP,1557
E14000559,2010,Con,6687
E14000559,2010,LD,6554
E14000559,2010,Lab,22082
E14000560,2010,BNP,1196
E14000560,2010,Ch P,127
E14000560,2010,Con,15620
E14000560,2010,Grn,469
E14000560,2010,Impact,146
E14000560,2010,LD,6387
E14000560,2010,Lab,16894
E14000560,2010,UKIP,732
E14000561,2010,BNP,1815
E14000561,2010,Ch P,217
E14000561,2010,Con,11592
E14000561,2010,Ind1,240
E14000561,2010,LD,5742
E14000561,2010,Lab,14869
E14000561,2010,NF,229
E14000561,2010,UKIP,842
E14000562,2010,Con,7320
E14000562,2010,Ind1,190
E14000562,2010,LD,11988
E14000562,2010,Lab,16039
E14000562,2010,Respect,12240
E14000562,2010,UKIP,950
E14000563,2010,BNP,2333
E14000563,2010,Con,4936
E14000563,2010,LD,11775
E14000563,2010,Lab,22077
E14000563,2010,Soc Dem,637
E14000563,2010,UKIP,714
E14000564,2010,Con,4277
E14000564,2010,Grn,859
E14000564,2010,LD,9845
E14000564,2010,Lab,19950
E14000564,2010,UKIP,902
E14000565,2010,BNP,2290
E14000565,2010,CG,305
E14000565,2010,Con,14059
E14000565,2010,Grn,406
E14000565,2010,LD,6550
E14000565,2010,Lab,16841
E14000565,2010,UKIP,1363
E14000566,2010,Ch P,507
E14000566,2010,Con,8960
E14000566,2010,LD,9234
E14000566,2010,Lab,21142
E14000566,2010,Soc Lab,527
E14000566,2010,UKIP,1675
E14000567,2010,BNP,1820
E14000567,2010,Ch P,159
E14000567,2010,Con,14468
E14000567,2010,Grn,664
E14000567,2010,LD,10371
E14000567,2010,Lab,17950
E14000567,2010,UKIP,1131
E14000568,2010,BNP,2153
E14000568,2010,Con,7836
E14000568,2010,LD,16162
E14000568,2010,Lab,13160
E14000568,2010,NF,349
E14000568,2010,UKIP,1190
E14000569,2010,BNP,2036
E14000569,2010,Con,10805
E14000569,2010,LD,9189
E14000569,2010,LLPB,1964
E14000569,2010,Lab,16023
E14000569,2010,UKIP,1119
E14000570,2010,BIB,1424
E14000570,2010,BNP,2158
E14000570,2010,Con,11895
E14000570,2010,Ind1,238
E14000570,2010,Ind2,173
E14000570,2010,LD,6918
E14000570,2010,Lab,21751
E14000570,2010,UKIP,942
E14000571,2010,BNP,2469
E14000571,2010,Ch P,161
E14000571,2010,Con,6260
E14000571,2010,LD,4861
E14000571,2010,Lab,18563
E14000571,2010,Respect,996
E14000571,2010,UKIP,894
E14000572,2010,BNP,1556
E14000572,2010,Con,16964
E14000572,2010,LD,5400
E14000572,2010,Lab,14814
E14000572,2010,MRLP,198
E14000572,2010,UKIP,1659
E14000573,2010,BNP,1482
E14000573,2010,Con,12597
E14000573,2010,IUK,230
E14000573,2010,LD,5082
E14000573,2010,Lab,14449
E14000573,2010,UKIP,1352
E14000574,2010,BNP,2277
E14000574,2010,Con,7159
E14000574,2010,LD,13180
E14000574,2010,Lab,22297
E14000575,2010,BNP,1699
E14000575,2010,Con,6412
E14000575,2010,ED,327
E14000575,2010,Ind1,819
E14000575,2010,LD,10488
E14000575,2010,Lab,17156
E14000575,2010,UKIP,1665
E14000576,2010,BNP,1890
E14000576,2010,Con,24087
E14000576,2010,Ind1,235
E14000576,2010,LD,11024
E14000576,2010,Lab,6580
E14000576,2010,UKIP,3036
E14000577,2010,BNP,2640
E14000577,2010,Con,10812
E14000577,2010,LD,6821
E14000577,2010,Lab,21994
E14000577,2010,UKIP,1721
E14000578,2010,Con,15786
E14000578,2010,LD,5624
E14000578,2010,Lab,19870
E14000578,2010,UKIP,1815
E14000578,2010,You,182
E14000579,2010,BNP,2012
E14000579,2010,CPA,195
E14000579,2010,Con,10148
E14000579,2010,Grn,614
E14000579,2010,LD,6289
E14000579,2010,Lab,18782
E14000579,2010,UKIP,1564
E14000580,2010,Con,18235
E14000580,2010,Grn,545
E14000580,2010,Ind1,254
E14000580,2010,LD,8177
E14000580,2010,Lab,18327
E14000580,2010,UKIP,1901
E14000580,2010,You,137
E14000581,2010,BNP,942
E14000581,2010,Con,3678
E14000581,2010,LD,6245
E14000581,2010,Lab,27426
E14000581,2010,TUSC,472
E14000581,2010,UKIP,2514
E14000582,2010,BNP,2278
E14000582,2010,Con,21325
E14000582,2010,Ind1,171
E14000582,2010,LD,6371
E14000582,2010,Lab,8899
E14000582,2010,UKIP,4081
E14000583,2010,BNP,2458
E14000583,2010,Con,23132
E14000583,2010,ED,615
E14000583,2010,LD,18100
E14000583,2010,Lab,8674
E14000583,2010,Sci,197
E14000583,2010,UKIP,1098
E14000584,2010,Con,21320
E14000584,2010,Ind1,249
E14000584,2010,LD,13592
E14000584,2010,Lab,5836
E14000584,2010,UKIP,3027
E14000585,2010,Con,18808
E14000585,2010,Ind1,456
E14000585,2010,LD,13225
E14000585,2010,Lab,6171
E14000585,2010,UKIP,2999
E14000586,2010,BNP,1253
E14000586,2010,Con,27327
E14000586,2010,Grn,821
E14000586,2010,LD,11623
E14000586,2010,Lab,8755
E14000586,2010,SMA,60
E14000586,2010,UKIP,2297
E14000587,2010,BNP,1854
E14000587,2010,Con,10860
E14000587,2010,Ind1,375
E14000587,2010,Ind2,237
E14000587,2010,LD,13637
E14000587,2010,Lab,13272
E14000587,2010,NF,222
E14000588,2010,BNP,2651
E14000588,2010,Con,11060
E14000588,2010,D Nat,315
E14000588,2010,LD,6948
E14000588,2010,Lab,15682
E14000588,2010,UKIP,1339
E14000589,2010,BNP,1370
E14000589,2010,Con,12638
E14000589,2010,D Nat,438
E14000589,2010,Grn,940
E14000589,2010,LD,4732
E14000589,2010,Lab,18401
E14000589,2010,Respect,1245
E14000589,2010,UKIP,812
E14000590,2010,BNP,1080
E14000590,2010,Con,25901
E14000590,2010,Grn,718
E14000590,2010,LD,9247
E14000590,2010,Lab,9780
E14000590,2010,UKIP,2477
E14000591,2010,Ch P,488
E14000591,2010,Con,5067
E14000591,2010,Grn,668
E14000591,2010,Ind1,163
E14000591,2010,LD,20026
E14000591,2010,Lab,18681
E14000591,2010,Respect,230
E14000592,2010,Con,16486
E14000592,2010,ED,247
E14000592,2010,Grn,725
E14000592,2010,Ind1,734
E14000592,2010,Ind2,333
E14000592,2010,LD,8879
E14000592,2010,Lab,24514
E14000592,2010,UKIP,380
E14000593,2010,BNP,704
E14000593,2010,CPA,99
E14000593,2010,Ch P,210
E14000593,2010,Con,20022
E14000593,2010,ED,230
E14000593,2010,Grn,787
E14000593,2010,Ind1,68
E14000593,2010,LD,12718
E14000593,2010,Lab,18064
E14000593,2010,UKIP,863
E14000594,2010,BNP,1447
E14000594,2010,Con,28793
E14000594,2010,ED,491
E14000594,2010,Grn,584
E14000594,2010,Ind1,263
E14000594,2010,LD,11872
E14000594,2010,Lab,4992
E14000594,2010,ND,113
E14000594,2010,UKIP,2037
E14000595,2010,BNP,1282
E14000595,2010,Con,24675
E14000595,2010,Grn,859
E14000595,2010,Ind1,315
E14000595,2010,LD,15426
E14000595,2010,Lab,9332
E14000595,2010,UKIP,2604
E14000596,2010,BNP,1498
E14000596,2010,Con,19680
E14000596,2010,LD,6414
E14000596,2010,Lab,14533
E14000596,2010,UKIP,1749
E14000597,2010,Con,16217
E14000597,2010,Grn,2330
E14000597,2010,LD,7691
E14000597,2010,Lab,14889
E14000597,2010,TUSC,194
E14000597,2010,UKIP,1384
E14000598,2010,CURE,61
E14000598,2010,Con,12275
E14000598,2010,Grn,16238
E14000598,2010,LD,7159
E14000598,2010,Lab,14986
E14000598,2010,ND,19
E14000598,2010,Soc Lab,148
E14000598,2010,UKIP,948
E14000599,2010,BNP,1960
E14000599,2010,Con,12749
E14000599,2010,ED,347
E14000599,2010,Grn,803
E14000599,2010,LD,10993
E14000599,2010,Lab,16471
E14000599,2010,TUSC,184
E14000599,2010,UKIP,1510
E14000600,2010,Con,19115
E14000600,2010,ED,635
E14000600,2010,Grn,511
E14000600,2010,LD,15841
E14000600,2010,Lab,13059
E14000600,2010,UKIP,1175
E14000601,2010,BNP,1739
E14000601,2010,Con,11086
E14000601,2010,ED,400
E14000601,2010,Grn,1216
E14000601,2010,LD,13866
E14000601,2010,Lab,18600
E14000601,2010,TUSC,206
E14000601,2010,UKIP,1264
E14000602,2010,Con,10169
E14000602,2010,ED,270
E14000602,2010,Grn,2090
E14000602,2010,Ind1,343
E14000602,2010,LD,26593
E14000602,2010,Lab,15227
E14000602,2010,UKIP,655
E14000603,2010,BNP,871
E14000603,2010,Con,24338
E14000603,2010,Grn,752
E14000603,2010,LD,17046
E14000603,2010,Lab,7287
E14000603,2010,UKIP,2382
E14000604,2010,BNP,1070
E14000604,2010,Con,23569
E14000604,2010,ED,376
E14000604,2010,Grn,607
E14000604,2010,LD,9669
E14000604,2010,Lab,7295
E14000604,2010,UKIP,1451
E14000605,2010,BIC,2182
E14000605,2010,BNP,1923
E14000605,2010,Con,22558
E14000605,2010,Ind1,336
E14000605,2010,Ind2,307
E14000605,2010,LD,10124
E14000605,2010,Lab,11250
E14000605,2010,UKIP,2950
E14000606,2010,BNP,2159
E14000606,2010,Con,26844
E14000606,2010,ED,618
E14000606,2010,LD,6107
E14000606,2010,Lab,8040
E14000606,2010,UKIP,1890
E14000607,2010,BNP,1422
E14000607,2010,Con,20585
E14000607,2010,Grn,423
E14000607,2010,LD,8907
E14000607,2010,Lab,20196
E14000607,2010,UKIP,1194
E14000608,2010,BNP,980
E14000608,2010,CTDP,107
E14000608,2010,Ch P,369
E14000608,2010,Ind1,10331
E14000608,2010,Ind2,2394
E14000608,2010,Ind3,1270
E14000608,2010,Ind4,435
E14000608,2010,Ind5,332
E14000608,2010,MRLP,856
E14000608,2010,Speaker,22860
E14000608,2010,UKIP,8401
E14000609,2010,BNP,3747
E14000609,2010,Con,6950
E14000609,2010,Ind1,1876
E14000609,2010,Ind2,297
E14000609,2010,LD,14932
E14000609,2010,Lab,13114
E14000609,2010,UKIP,929
E14000610,2010,BNP,2409
E14000610,2010,Con,22188
E14000610,2010,LD,7891
E14000610,2010,Lab,15884
E14000610,2010,UKIP,1451
E14000611,2010,BNP,1825
E14000611,2010,Con,18070
E14000611,2010,Ind1,181
E14000611,2010,LD,7645
E14000611,2010,Lab,15827
E14000611,2010,Pirate,131
E14000611,2010,UKIP,1282
E14000612,2010,BNP,1743
E14000612,2010,Con,16216
E14000612,2010,ED,494
E14000612,2010,Grn,493
E14000612,2010,LD,8796
E14000612,2010,Lab,19508
E14000612,2010,UKIP,1017
E14000613,2010,Con,27899
E14000613,2010,Grn,2521
E14000613,2010,LD,15519
E14000613,2010,Lab,9776
E14000613,2010,UKIP,3003
E14000614,2010,BNP,1823
E14000614,2010,Con,20397
E14000614,2010,ED,157
E14000614,2010,Grn,858
E14000614,2010,Ind1,194
E14000614,2010,Ind2,175
E14000614,2010,LD,13037
E14000614,2010,Lab,13966
E14000614,2010,UKIP,1173
E14000615,2010,AWL,75
E14000615,2010,Con,6080
E14000615,2010,ED,435
E14000615,2010,Grn,1361
E14000615,2010,Ind1,93
E14000615,2010,Ind2,87
E14000615,2010,LD,10432
E14000615,2010,Lab,27619
E14000615,2010,ND,82
E14000615,2010,Soc Lab,184
E14000615,2010,WRP,211
E14000616,2010,Con,15969
E14000616,2010,Grn,581
E14000616,2010,LD,15903
E14000616,2010,Lab,6945
E14000616,2010,MK,775
E14000616,2010,Soc Lab,168
E14000616,2010,UKIP,2152
E14000617,2010,Cam Soc,362
E14000617,2010,Con,12829
E14000617,2010,Grn,3804
E14000617,2010,Ind1,145
E14000617,2010,LD,19621
E14000617,2010,Lab,12174
E14000617,2010,UKIP,1195
E14000618,2010,BNP,2168
E14000618,2010,Con,18271
E14000618,2010,GSOT,259
E14000618,2010,Ind1,380
E14000618,2010,Ind2,93
E14000618,2010,LD,7732
E14000618,2010,Lab,15076
E14000618,2010,UKIP,1580
E14000619,2010,Con,22050
E14000619,2010,Grn,1137
E14000619,2010,LD,16002
E14000619,2010,Lab,7940
E14000619,2010,MRP,173
E14000619,2010,UKIP,1907
E14000620,2010,BNP,1086
E14000620,2010,Con,16589
E14000620,2010,Grn,614
E14000620,2010,LD,6567
E14000620,2010,Lab,15736
E14000620,2010,ND,263
E14000620,2010,TUSC,376
E14000620,2010,UKIP,969
E14000621,2010,BNP,1100
E14000621,2010,Con,16920
E14000621,2010,Grn,355
E14000621,2010,LD,22180
E14000621,2010,Lab,4015
E14000621,2010,UKIP,1348
E14000622,2010,BNP,2205
E14000622,2010,Con,19806
E14000622,2010,ISGB,12174
E14000622,2010,LD,4232
E14000622,2010,Lab,6609
E14000623,2010,Con,27737
E14000623,2010,Grn,1044
E14000623,2010,LD,18507
E14000623,2010,Lab,3715
E14000623,2010,UKIP,2870
E14000624,2010,Con,27125
E14000624,2010,Grn,1452
E14000624,2010,Ind1,389
E14000624,2010,LD,13339
E14000624,2010,Lab,8636
E14000624,2010,New,118
E14000624,2010,UKIP,2361
E14000625,2010,BNP,3116
E14000625,2010,Con,26560
E14000625,2010,LD,11531
E14000625,2010,Lab,10536
E14000625,2010,UKIP,1799
E14000626,2010,BNP,1365
E14000626,2010,Ch P,109
E14000626,2010,Con,20230
E14000626,2010,ED,400
E14000626,2010,Grn,396
E14000626,2010,LD,5832
E14000626,2010,Lab,14161
E14000626,2010,UKIP,1314
E14000627,2010,Con,21445
E14000627,2010,LD,24717
E14000627,2010,Lab,4920
E14000627,2010,UKIP,1430
E14000628,2010,BNP,899
E14000628,2010,Con,25207
E14000628,2010,ED,254
E14000628,2010,Grn,476
E14000628,2010,LD,20097
E14000628,2010,Lab,5980
E14000628,2010,RTBP,153
E14000628,2010,UKIP,1527
E14000629,2010,BNP,388
E14000629,2010,Blue,17
E14000629,2010,Con,24093
E14000629,2010,ED,169
E14000629,2010,Grn,671
E14000629,2010,LD,6473
E14000629,2010,Lab,7371
E14000629,2010,NICF,196
E14000629,2010,UKIP,478
E14000630,2010,Con,21739
E14000630,2010,LD,26659
E14000630,2010,Lab,2703
E14000630,2010,MRLP,493
E14000630,2010,UKIP,1192
E14000631,2010,Con,31658
E14000631,2010,Grn,767
E14000631,2010,LD,14948
E14000631,2010,Lab,2942
E14000631,2010,UKIP,2129
E14000632,2010,Con,7214
E14000632,2010,ED,1213
E14000632,2010,Grn,600
E14000632,2010,Ind1,147
E14000632,2010,LD,17342
E14000632,2010,Lab,17891
E14000632,2010,UKIP,1432
E14000633,2010,Con,31427
E14000633,2010,LD,15550
E14000633,2010,Lab,5937
E14000633,2010,UKIP,3873
E14000634,2010,BNP,1288
E14000634,2010,Con,22743
E14000634,2010,Grn,650
E14000634,2010,Ind1,202
E14000634,2010,Ind2,68
E14000634,2010,LD,7242
E14000634,2010,Lab,9780
E14000634,2010,UKIP,1133
E14000635,2010,BNP,641
E14000635,2010,Ch P,118
E14000635,2010,Con,21500
E14000635,2010,ED,307
E14000635,2010,Grn,446
E14000635,2010,LD,23970
E14000635,2010,Lab,3620
E14000635,2010,UKIP,1783
E14000636,2010,Con,24700
E14000636,2010,Grn,1021
E14000636,2010,Ind1,470
E14000636,2010,LD,10202
E14000636,2010,Lab,12773
E14000636,2010,UKIP,1442
E14000637,2010,Con,18922
E14000637,2010,Ind1,359
E14000637,2010,LD,6957
E14000637,2010,Lab,21515
E14000637,2010,UKIP,2021
E14000638,2010,Con,27888
E14000638,2010,LD,12478
E14000638,2010,Lab,4849
E14000638,2010,UKIP,4201
E14000639,2010,Con,19264
E14000639,2010,ED,191
E14000639,2010,Grn,778
E14000639,2010,Ind1,98
E14000639,2010,Ind2,84
E14000639,2010,LD,7574
E14000639,2010,Lab,8188
E14000639,2010,Pirate,90
E14000639,2010,UKIP,664
E14000640,2010,Con,18995
E14000640,2010,ED,594
E14000640,2010,Grn,535
E14000640,2010,Ind1,99
E14000640,2010,LD,8930
E14000640,2010,Lab,16412
E14000640,2010,UKIP,1225
E14000641,2010,BNP,1153
E14000641,2010,Con,6146
E14000641,2010,Ind1,172
E14000641,2010,LD,17429
E14000641,2010,Lab,20496
E14000641,2010,UKIP,856
E14000642,2010,BNP,1975
E14000642,2010,Con,22867
E14000642,2010,Grn,535
E14000642,2010,Ind1,292
E14000642,2010,LD,5577
E14000642,2010,Lab,10799
E14000642,2010,TF,1078
E14000643,2010,Con,18939
E14000643,2010,LD,8192
E14000643,2010,Lab,14641
E14000643,2010,UKIP,3194
E14000644,2010,BNP,705
E14000644,2010,Con,15169
E14000644,2010,ED,335
E14000644,2010,Grn,694
E14000644,2010,LD,22151
E14000644,2010,Lab,5680
E14000644,2010,ND,20
E14000644,2010,PPE,35
E14000644,2010,UKIP,1350
E14000645,2010,BNP,1893
E14000645,2010,Con,20440
E14000645,2010,Grn,867
E14000645,2010,LD,15603
E14000645,2010,Lab,14589
E14000645,2010,TUSC,741
E14000645,2010,UKIP,1163
E14000646,2010,Con,23250
E14000646,2010,Ind1,276
E14000646,2010,Ind2,79
E14000646,2010,LD,16187
E14000646,2010,Lab,8747
E14000646,2010,ND,94
E14000646,2010,UKIP,2147
E14000647,2010,BNP,1474
E14000647,2010,Con,15866
E14000647,2010,Grn,389
E14000647,2010,LD,4365
E14000647,2010,Lab,19699
E14000647,2010,UKIP,994
E14000648,2010,BNP,2525
E14000648,2010,Con,22886
E14000648,2010,LD,7834
E14000648,2010,Lab,20991
E14000649,2010,BNP,1863
E14000649,2010,Ch M,434
E14000649,2010,Con,9609
E14000649,2010,LD,7210
E14000649,2010,Lab,21384
E14000649,2010,Soc Alt,1592
E14000649,2010,UKIP,1291
E14000650,2010,BNP,1666
E14000650,2010,Ch M,164
E14000650,2010,Con,13648
E14000650,2010,Grn,497
E14000650,2010,Ind1,640
E14000650,2010,LD,8344
E14000650,2010,Lab,19936
E14000650,2010,Soc Alt,370
E14000650,2010,UKIP,1295
E14000651,2010,Con,15352
E14000651,2010,Grn,639
E14000651,2010,LD,8278
E14000651,2010,Lab,19197
E14000651,2010,Soc Alt,691
E14000651,2010,UKIP,1767
E14000652,2010,BNP,1672
E14000652,2010,Con,21264
E14000652,2010,Grn,598
E14000652,2010,Ind1,143
E14000652,2010,JP,265
E14000652,2010,LD,6844
E14000652,2010,Lab,15336
E14000652,2010,UKIP,1382
E14000653,2010,BNP,1043
E14000653,2010,Con,23420
E14000653,2010,Ind1,177
E14000653,2010,LD,7656
E14000653,2010,Lab,17374
E14000653,2010,UKIP,1414
E14000654,2010,BNP,1448
E14000654,2010,Ch P,264
E14000654,2010,Con,19567
E14000654,2010,Grn,581
E14000654,2010,Ind1,3239
E14000654,2010,Ind2,138
E14000654,2010,LD,6553
E14000654,2010,Lab,16688
E14000654,2010,MRLP,192
E14000654,2010,UKIP,997
E14000655,2010,Ch P,586
E14000655,2010,Comm,160
